x,y
-5351.698,-8977.451
-5121.79,-10862.447
-2949.14,-11116.023
-4139.895,-4441.022
-2160.07,-5725.883
-3270.28,-7128.3
-3270.28,-7128.3
-2684.666,-6642.839
-3332.37,-7014.292
-4364.86,-7645.02
-4068.84,-8045.149
-6092.013,6307.27
-2884.204,-4718.613
-1734.48,-8823.54
-2879.076,-3075.734
-3305.715,-6354.5
-2005.584,-6965.083
-1485.1,-9023.3
-981.186,-12677.622
-4829.119,-10618.802
-1608.834,-3229.075
-2602.05,-5093.35
-2751.669,-10362.365
-2739.089,-10117.023
-3877.801,-11248.302
-3804.232,-10879.884
-3804.232,-10879.884
-795.955,-4564.391
-795.955,-4564.391
-4847.337,-10401.347
-4847.337,-10401.347
-4815.535,-10327.592
-4815.535,-10327.592
-4787.808,-10306.257
-4787.808,-10306.257
-4933.662,-10322.586
-4956.279,-10419.129
-4911.844,-10371.07
-4726.215,-8306.415
-1472.734,-7191.676
-1528.58,-8877.42
-2484.546,-11051.922
-2779.94,-10076.606
-3847.92,-10297.96
-4649.394,-10653.293
-2557.361,-12628.753
-1984.225,-6962.117
-1672.854,-6023.508
-1641.769,-6119.965
-1750.865,-6018.201
-1631.165,-5996.598
-3879.433,-7960.805
-1844.636475,-6343.555908
-3929.188,-7978.536
-2457.869,-6664.411
-1776.37,-8395.8
-1713.649,-5977.152
-1713.649,-5977.152
-4363.58,-6643.05
-5945.068,-9120.417
-738.062,-4577.425
-5053.32,-9226.201
-2876.598,-4428.736
-4103.019,-10723.616
-3719.988,-11064.066
3387.847,-44209.586
-4848.079,-11515.698
-2454.2,-5570.377
-3909.55,-4235.03
-2160.07,-5725.883
-1195.618,-2756.362
-3893.51,-9839.15
-1692.12,-8707.61
-6190.611,-8065.387
-4556.845,-10550.863
-2266.242,-11145.711
-3958.373,-4687.522
-3001.42,-12395.833
-3422.675,-10194.01
-5694.402,-9665.814
-4304.227,-11068.955
-4304.227,-11068.955
-602.808,-4130.583
-3286.463,-6422.776
-5240.855,-8225.578
-4922.096,-9120.633
-6155.479,-11463.506
-2674.737,-5208.516
-6817.2097,-8477.4685
-2349.11,-4538.998
-941.724,-4190.94
-1561.738,-3931.574
-2349.11,-4538.998
-2349.11,-4538.998
-3449.523,-4792.212
-1265.485,-8537.059
-4545.851,-10681.969
-900.306,-12603.072
-2103.619,-7159.577
-2384.21,-5551.424
-773.292,-4398.69
-1004.179,-4420.177
